State,District,Latitude,Longitude,District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,sex_ratio,literacy_rate
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,CHHATTISGARH,Bilaspur,2663629,1351574,1312055,1596560,932474,664086,552992,281221,271771,498469,248172,250297,1203197,715467,487730,826568,376629,1460432,276691,572292,21658,332556,2540763,57973,20745,6373,2979,2357,29122,3317,97.0,60.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,HIMACHAL PRADESH,Bilaspur,381956,192764,189192,287620,155599,132021,98989,50271,48718,10693,5485,5208,205871,111543,94328,103406,102465,176085,127169,4138,2561,72003,371973,6984,236,2387,113,10,7,246,98.0,75.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,CHHATTISGARH,Bilaspur,2663629,1351574,1312055,1596560,932474,664086,552992,281221,271771,498469,248172,250297,1203197,715467,487730,826568,376629,1460432,276691,572292,21658,332556,2540763,57973,20745,6373,2979,2357,29122,3317,97.0,60.0
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,CHHATTISGARH,Dhamtari,799781,397897,401884,546833,303924,242909,58581,28887,29694,207633,102058,105575,402895,226382,176513,335368,67527,396886,135435,182602,7310,77548,777188,10425,2644,1196,667,3612,3685,364,101.0,68.0
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,CHHATTISGARH,Durg,3343872,1682101,1661771,2303378,1284612,1018766,458040,229067,228973,397416,196008,201408,1496805,921729,575076,1206793,290012,1847067,392341,560415,22565,521484,3129745,83499,24304,24276,19587,17209,42569,2683,99.0,69.0
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,CHHATTISGARH,Jashpur,851669,424747,426922,495415,280656,214759,48844,24317,24527,530378,262731,267647,487360,263645,223715,291349,196011,364309,226866,197558,7553,55383,629509,15336,189588,474,467,694,14835,766,101.0,58.0
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,CHHATTISGARH,Korba,1206640,612915,593725,748759,433391,315368,124679,63446,61233,493559,246323,247236,521186,333329,187857,350314,170872,685454,113071,221806,7899,178410,1133176,30195,21059,3666,897,753,15649,1245,97.0,62.0
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,CHHATTISGARH,Koriya,658917,334737,324180,397823,229923,167900,54776,27682,27094,304280,152659,151621,307071,185483,121588,173057,134014,351846,118498,94648,4830,89095,604259,25878,9398,1391,84,1155,15474,1278,97.0,60.0
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,CHHATTISGARH,Mahasamund,1032754,511967,520787,637963,364089,273874,139581,68968,70613,279896,137339,142557,499260,291858,207402,340802,158458,533494,139199,278073,6135,75853,1008061,12570,5284,2941,521,1495,1417,465,102.0,62.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,CHHATTISGARH,Raigarh,1493984,750278,743706,951639,542756,408883,224942,112111,112831,505609,250473,255136,690167,429211,260956,484875,205292,803817,208313,323788,9959,148107,1422986,17332,47653,2117,781,409,1782,924,99.0,64.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,MAHARASHTRA,Raigarh,2634200,1344345,1289855,1939994,1059692,880302,134952,67980,66972,305125,153657,151468,1072969,753843,319126,858825,214144,1561231,206975,191182,32919,641893,2239370,227465,17452,7477,121791,12260,1159,7226,96.0,74.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,CHHATTISGARH,Raigarh,1493984,750278,743706,951639,542756,408883,224942,112111,112831,505609,250473,255136,690167,429211,260956,484875,205292,803817,208313,323788,9959,148107,1422986,17332,47653,2117,781,409,1782,924,99.0,64.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,MAHARASHTRA,Raigarh,2634200,1344345,1289855,1939994,1059692,880302,134952,67980,66972,305125,153657,151468,1072969,753843,319126,858825,214144,1561231,206975,191182,32919,641893,2239370,227465,17452,7477,121791,12260,1159,7226,96.0,74.0
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,CHHATTISGARH,Raipur,4063872,2048186,2015686,2629749,1493158,1136591,724250,362284,361966,476446,235271,241175,1757664,1099964,657700,1259138,498526,2306208,383279,708993,34078,631314,3881485,103038,23181,16707,8397,17137,10680,3247,98.0,65.0
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,CHHATTISGARH,Surguja,2359886,1193129,1166757,1187941,694686,493255,115652,58281,57371,1300628,652799,647829,1155807,649888,505919,622589,533218,1204079,465287,523356,12643,154521,2126195,81442,97432,2303,1287,623,48295,2309,98.0,50.0
Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,DAMAN AND DIU,Daman,191173,124659,66514,150348,104316,46032,4262,2224,2038,15240,7702,7538,105521,94502,11019,101717,3804,85652,1845,481,409,102786,171537,16087,2618,169,216,244,79,223,53.0,79.0
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,GUJARAT,Junagadh,2743082,1404356,1338726,1842818,1046981,795837,265793,136319,129474,55571,28463,27108,1123709,801859,321850,942709,181000,1619373,367311,333996,9645,412757,2397056,334858,2586,1110,1291,3841,77,2263,95.0,67.0
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,GUJARAT,Junagadh,2743082,1404356,1338726,1842818,1046981,795837,265793,136319,129474,55571,28463,27108,1123709,801859,321850,942709,181000,1619373,367311,333996,9645,412757,2397056,334858,2586,1110,1291,3841,77,2263,95.0,67.0
Goa,North Goa,15.548723418714054,73.80667997909038,585,GOA,North Goa,818008,416677,401331,663060,351738,311322,17606,8712,8894,56606,27824,28782,327658,239125,88533,269437,58221,490350,15402,14120,8862,289274,622213,57941,134169,618,553,546,166,1802,96.0,81.0
Goa,South Goa,15.195278658183785,73.941792596877,586,GOA,South Goa,640537,322463,318074,502427,264085,238342,7843,3915,3928,92669,45124,47545,249590,180411,69179,206616,42974,390947,15952,12640,5846,215152,341664,63623,231961,855,542,563,92,1237,99.0,78.0
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,GUJARAT,Ahmadabad,7214225,3788051,3426174,5435760,3025463,2410297,759483,399075,360408,89138,47106,42032,2594952,2127547,467405,2332409,262543,4619273,142670,268954,54876,2128452,6042416,883238,50754,14542,4518,209287,2055,7415,90.0,75.0
Gujarat,Amreli,21.04832649310872,71.43457637825426,480,GUJARAT,Amreli,1514190,771049,743141,995459,558180,437279,132915,68518,64397,7322,3856,3466,657139,453642,203497,529153,127986,857051,232126,209935,6083,208995,1410463,99105,919,415,243,2053,40,952,96.0,66.0
Gujarat,Anand,22.282718206229863,72.57782051557454,482,GUJARAT,Anand,2092745,1087224,1005521,1551253,874481,676772,104465,54476,49989,24824,12761,12063,844794,627561,217233,690031,154763,1247951,152412,346329,16460,329593,1798794,250919,29789,1524,267,8591,142,2719,92.0,74.0
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,GUJARAT,Banas Kantha,3120506,1610379,1510127,1704923,1048402,656521,327460,169288,158172,284155,144355,139800,1248600,836268,412332,1012080,236520,1871906,475585,350541,11812,410662,2890305,213505,1686,486,281,12659,83,1501,94.0,55.0
Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,GUJARAT,Bharuch,1551019,805707,745312,1118276,623047,495229,62235,31979,30256,488194,250398,237796,627124,468919,158205,526541,100583,923895,78120,253577,8902,286525,1188204,343511,9494,1733,442,4813,342,2480,93.0,72.0
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,GUJARAT,Bhavnagar,2880365,1490201,1390164,1887255,1087371,799884,157034,80827,76207,9110,4751,4359,1150632,838781,311851,992140,158492,1729733,231796,334025,17996,566815,2632574,212863,3457,1410,445,26974,127,2515,93.0,66.0
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,GUJARAT,Gandhinagar,1391753,723864,667889,1030494,582686,447808,108608,56919,51689,18204,9711,8493,534976,408075,126901,451951,83025,856777,104147,129356,8600,292873,1319586,57273,3237,1985,497,6405,82,2688,92.0,74.0
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,GUJARAT,Jamnagar,2160119,1114192,1045927,1396534,795140,601394,173895,89597,84298,24187,12415,11772,847440,646822,200618,721253,126187,1312679,264318,147193,11359,424570,1810443,320805,4392,1873,1086,18856,136,2528,94.0,65.0
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,GUJARAT,Kachchh,2092371,1096737,995634,1252319,739239,513080,258859,133224,125635,24228,12825,11403,776228,624704,151524,686937,89291,1316143,105876,183971,10802,475579,1608921,442355,6192,6353,490,25312,98,2650,91.0,60.0
Gujarat,Kheda,22.88765312500002,73.018803515625,483,GUJARAT,Kheda,2299885,1185727,1114158,1660243,942480,717763,115631,59734,55897,40336,21057,19279,933983,674586,259397,722134,211849,1365902,239241,359842,12455,322445,2000884,264482,26629,1403,300,3479,82,2626,94.0,72.0
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,GUJARAT,Mahesana,2035064,1056520,978544,1502645,847499,655146,162288,84470,77818,9392,4879,4513,812064,588699,223365,698768,113296,1223000,189760,242969,10282,369053,1885732,136431,1954,1082,146,7087,88,2544,93.0,74.0
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,GUJARAT,Narmada,590297,301086,289211,370336,211767,158569,8733,4465,4268,481392,244524,236868,294795,174282,120513,193916,100879,295502,62823,188030,2594,41348,559848,22600,4413,147,80,373,2078,758,96.0,63.0
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,GUJARAT,Navsari,1329672,678165,651507,1001909,539471,462438,35464,17959,17505,639659,319740,319919,591834,407881,183953,510004,81830,737838,112809,206608,7173,265244,1225087,78669,5733,2459,601,13386,2823,914,96.0,75.0
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,GUJARAT,Panch Mahals,2390776,1226961,1163815,1440805,858054,582751,100446,51278,49168,721604,368348,353256,1097507,673565,423942,685141,412366,1293269,456768,376038,10771,253930,2220974,158513,2863,662,337,5236,131,2060,95.0,60.0
Gujarat,Patan,23.80634198473284,71.75162977099237,470,GUJARAT,Patan,1343734,694397,649337,837913,494631,343282,123408,64190,59218,13303,6835,6468,554830,383074,171756,446240,108590,788904,136590,227080,6392,184768,1194745,142797,916,337,66,3602,66,1205,94.0,62.0
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,GUJARAT,Porbandar,585449,300209,285240,393678,221621,172057,51830,26607,25223,13039,6730,6309,231169,174118,57051,195437,35732,354280,65702,48964,2371,114132,549749,33565,500,248,91,515,38,743,95.0,67.0
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,GUJARAT,Rajkot,3804558,1974445,1830113,2725056,1514075,1210981,290169,149782,140387,24017,12504,11513,1479050,1159480,319570,1324783,154267,2325508,349357,214285,23780,891628,3397406,361388,5478,1918,1170,33591,269,3338,93.0,72.0
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,GUJARAT,Sabar Kantha,2428589,1244231,1184358,1578734,918625,660109,187685,96527,91158,542156,272531,269625,1084878,681435,403443,795096,289782,1343711,366711,333867,10909,373391,2260560,148563,6375,614,168,11110,52,1147,95.0,65.0
Gujarat,Surat,21.25761372772093,72.93488716344339,492,GUJARAT,Surat,6081322,3402224,2679098,4571410,2687468,1883942,158115,82202,75913,856952,432089,424863,2553542,2142819,410723,2405288,148254,3527780,109549,325739,42040,2076214,5260193,660772,21052,5703,12902,112835,3920,3945,79.0,75.0
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,GUJARAT,Surendranagar,1756268,909917,846351,1093626,643221,450405,179461,93427,86034,21453,11068,10385,723500,504038,219462,586364,137136,1032768,185235,270861,9518,257886,1620282,109681,1419,512,312,22992,128,942,93.0,62.0
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,GUJARAT,The Dangs,228291,113821,114470,140968,77314,63654,992,490,502,216073,107539,108534,118257,61329,56928,88038,30219,110034,64561,40486,1172,12038,203545,3593,20029,69,32,39,560,424,101.0,62.0
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,GUJARAT,Vadodara,4165626,2153736,2011890,2893080,1614087,1278993,221629,114602,107027,1149901,586665,563236,1693473,1233312,460161,1360660,332813,2472153,312126,570361,17680,793306,3713941,384579,23813,9340,2069,27650,1124,3110,93.0,69.0
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,GUJARAT,Valsad,1705678,887222,818456,1170657,655528,515129,38237,19557,18680,902794,450976,451818,743245,516188,227057,577327,165918,962433,147569,183025,11833,400818,1571147,94034,19661,1589,913,13809,1417,3108,92.0,69.0
Haryana,Ambala,30.3503672316384,76.94970310734456,70,HARYANA,Ambala,1128350,598703,529647,818025,461288,356737,296246,156874,139372,0,0,0,372139,320120,52019,319475,52664,756211,52871,57293,15753,246222,955096,22143,3705,138202,381,4845,110,3868,88.0,72.0
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,HARYANA,Bhiwani,1634445,866672,767773,1069871,643158,426713,341162,181475,159687,0,0,0,623006,430678,192328,445675,177331,1011439,288543,103788,14855,215820,1611031,15515,873,2401,254,1016,26,3329,89.0,65.0
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,HARYANA,Faridabad,1809733,966110,843623,1272739,734940,537799,223799,119495,104304,0,0,0,579229,476933,102296,495316,83913,1230504,27705,29288,32286,489950,1588407,161680,9743,34572,640,4883,249,9559,87.0,70.0
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,HARYANA,Fatehabad,942011,495360,446651,557578,327471,230107,284357,149111,135246,0,0,0,369083,263498,105585,286258,82825,572928,132250,97997,6558,132278,779243,8360,996,150969,171,1172,530,570,90.0,59.0
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,HARYANA,Gurgaon,1514432,816690,697742,1111116,638666,472450,197937,104332,93605,0,0,0,544716,432456,112260,487441,57275,969716,56046,27097,18228,443345,1408801,70842,9725,15097,944,7451,254,1318,85.0,73.0
Haryana,Hisar,29.23628731117825,75.84324682779452,80,HARYANA,Hisar,1743931,931562,812369,1114311,670200,444111,408785,217338,191447,0,0,0,691621,488321,203300,531227,160394,1052310,261120,144213,16097,270191,1701061,21650,1945,12270,334,3620,33,3018,87.0,64.0
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,HARYANA,Jhajjar,958405,514667,443738,676091,399480,276611,170448,90856,79592,0,0,0,326534,250020,76514,246457,80077,631871,112389,44845,9254,160046,945693,8247,734,1042,105,645,22,1917,86.0,71.0
Haryana,Jind,29.45149821958457,76.29598575667653,77,HARYANA,Jind,1334152,713006,621146,832758,502049,330709,282351,150940,131411,0,0,0,523422,368277,155145,385851,137571,810730,230387,102071,9114,181850,1276669,23016,889,29103,172,2594,56,1653,87.0,62.0
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,HARYANA,Kaithal,1074304,571003,503301,646529,385782,260747,247513,131486,116027,0,0,0,373899,292696,81203,290663,83236,700405,128016,85651,9450,150782,974520,8232,1769,87558,265,351,70,1539,88.0,60.0
Haryana,Karnal,29.703200647249204,76.87488025889972,74,HARYANA,Karnal,1505324,797712,707612,978013,564516,413497,339604,179681,159923,0,0,0,516062,411646,104416,411533,104529,989262,112288,133723,15311,254740,1341002,31650,2049,126207,532,1516,49,2319,89.0,65.0
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,HARYANA,Kurukshetra,964655,510976,453679,646893,370828,276065,215128,113311,101817,0,0,0,336780,268556,68224,285904,50876,627875,68908,85890,6726,175256,805175,15970,1943,140395,214,375,106,477,89.0,67.0
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,HARYANA,Mahendragarh,922088,486665,435423,630255,380440,249815,156314,82420,73894,0,0,0,338584,232935,105649,212402,126182,583504,149146,38320,7639,143479,913251,5660,301,1737,75,644,15,405,89.0,68.0
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,HARYANA,Panchkula,561293,299679,261614,405318,229862,175456,101830,53868,47962,0,0,0,211479,164865,46614,182831,28648,349814,26682,12827,9870,162100,490702,23451,2583,40951,1008,1626,90,882,87.0,72.0
Haryana,Panipat,29.34352134146342,76.92895914634147,75,HARYANA,Panipat,1205437,646857,558580,786599,464136,322463,206213,109695,96518,0,0,0,412318,328667,83651,339016,73302,793119,72120,62358,15824,262016,1083936,86622,2261,25064,289,4647,99,2519,86.0,65.0
Haryana,Rewari,28.19164714828897,76.55956007604564,85,HARYANA,Rewari,900332,474335,425997,636947,375453,261494,182606,95571,87035,0,0,0,337727,235326,102401,250219,87508,562605,102698,28215,9782,197032,889133,5713,701,1804,202,1525,12,1242,90.0,71.0
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,HARYANA,Rohtak,1061204,568479,492725,747582,436025,311557,216889,115573,101316,0,0,0,345967,272646,73321,288949,57018,715237,95732,36568,8521,205146,1043887,8185,732,3916,200,3491,24,769,87.0,70.0
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,HARYANA,Sirsa,1295189,682582,612607,782897,456968,325929,387381,202430,184951,0,0,0,502003,369462,132541,399169,102834,793186,164297,147042,11952,178712,940255,9524,2186,338962,370,2256,624,1012,90.0,60.0
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,HIMACHAL PRADESH,Chamba,519080,261320,257760,323842,186064,137778,111690,56154,55536,135500,67900,67600,294035,158791,135244,119632,174403,225045,196665,9193,4521,83656,479782,32455,1559,2745,1740,57,14,728,99.0,62.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,HIMACHAL PRADESH,Hamirpur,454768,217070,237698,358091,180555,177536,109256,53727,55529,3044,1531,1513,241931,118724,123207,126153,115778,212837,147103,8824,3347,82657,449412,3711,243,591,95,293,9,414,110.0,79.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,UTTAR PRADESH,Hamirpur,1104285,593537,510748,653299,408125,245174,241198,130269,110929,474,259,215,443655,308527,135128,290375,153280,660630,130314,181449,19876,112016,1010014,91269,814,196,74,41,273,1604,86.0,59.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,HIMACHAL PRADESH,Hamirpur,454768,217070,237698,358091,180555,177536,109256,53727,55529,3044,1531,1513,241931,118724,123207,126153,115778,212837,147103,8824,3347,82657,449412,3711,243,591,95,293,9,414,110.0,79.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,UTTAR PRADESH,Hamirpur,1104285,593537,510748,653299,408125,245174,241198,130269,110929,474,259,215,443655,308527,135128,290375,153280,660630,130314,181449,19876,112016,1010014,91269,814,196,74,41,273,1604,86.0,59.0
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,HIMACHAL PRADESH,Kangra,1510075,750591,759484,1152640,606443,546197,319385,159697,159688,84564,41745,42819,675170,403756,271414,313915,361255,834905,303007,54849,15662,301652,1461140,19797,3023,8929,14511,194,208,2273,101.0,76.0
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,HIMACHAL PRADESH,Kinnaur,84121,46249,37872,60699,36697,24002,14750,7433,7317,48746,23609,25137,56273,33863,22410,46782,9491,27848,32995,2537,944,19797,64732,448,485,249,18086,29,45,47,82.0,72.0
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,HIMACHAL PRADESH,Kullu,437903,225452,212451,307672,174550,133122,122659,62686,59973,16822,8493,8329,269084,148829,120255,193876,75208,168819,197141,12372,2707,56864,415669,2974,1568,1396,15377,94,83,742,94.0,70.0
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,HIMACHAL PRADESH,Mandi,999777,498065,501712,723747,393669,330078,293739,147250,146489,12787,6345,6442,572671,297464,275207,284154,288517,427106,387944,15822,7134,161771,981412,9460,876,4081,2628,43,86,1191,101.0,72.0
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,HIMACHAL PRADESH,Shimla,814010,425039,388971,612642,342846,269796,215777,110828,104949,8755,4554,4201,430926,258628,172298,311770,119156,383084,249786,26114,7967,147059,791449,11810,2025,4047,3262,185,197,1035,92.0,75.0
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,HIMACHAL PRADESH,Sirmaur,529855,276289,253566,362645,205617,157028,160745,83017,77728,11262,5912,5350,280083,169399,110684,193906,86177,249772,182958,10730,5313,81082,476830,33215,577,15501,2645,236,86,765,92.0,68.0
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,HIMACHAL PRADESH,Solan,580320,308754,271566,428578,244372,184206,164536,85482,79054,25645,13351,12294,298737,190001,108736,219235,79502,281583,141267,10283,4969,142218,548579,14678,1452,13926,574,591,110,410,88.0,74.0
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,HIMACHAL PRADESH,Una,521173,263692,257481,399715,213281,186434,115491,58601,56890,8601,4445,4156,215346,141612,73734,134482,80864,305827,84800,19604,3427,107515,480138,14275,390,26009,56,70,10,225,98.0,77.0
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,JAMMU AND KASHMIR,Doda,409936,213641,196295,219083,138620,80463,53408,27209,26199,39216,20377,18839,151912,101144,50768,79377,72535,258024,69947,12199,1932,67834,187621,220614,472,422,21,22,42,722,92.0,53.0
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,JAMMU AND KASHMIR,Jammu,1529958,813821,716137,1137135,641916,495219,377991,197610,180381,69193,36323,32870,508622,417456,91166,410344,98278,1021336,68613,36873,10589,392547,1289240,107489,12104,114272,470,1987,321,4075,88.0,74.0
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,JAMMU AND KASHMIR,Kargil,140802,77785,63017,86236,56301,29935,18,12,6,122336,62652,59684,51873,39839,12034,28941,22932,88929,8266,3763,1222,38622,10341,108239,604,1171,20126,28,4,289,81.0,61.0
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,JAMMU AND KASHMIR,Kathua,616435,326109,290326,389204,228499,160705,141224,74644,66580,53307,27693,25614,200431,161548,38883,142847,57584,416004,69533,21566,3952,105380,540063,64234,1828,9551,24,16,2,717,89.0,63.0
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,JAMMU AND KASHMIR,Pulwama,560440,293064,267376,293958,178326,115632,402,397,5,22607,11837,10770,188420,138428,49992,98306,90114,372020,49746,34080,10615,93979,13840,535159,1109,9440,35,6,18,833,91.0,52.0
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,JAMMU AND KASHMIR,Punch,476835,251899,224936,261724,163333,98391,556,406,150,176101,90274,85827,161393,117677,43716,73247,88146,315442,54264,31583,3930,71616,32604,431279,958,11188,83,10,2,711,89.0,55.0
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,JAMMU AND KASHMIR,Srinagar,1236829,651124,585705,748584,431746,316838,1068,995,73,8935,5021,3914,407188,333151,74037,330547,76641,829641,12228,10408,20095,364457,42540,1177342,2746,12187,285,74,2,1653,90.0,61.0
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,JAMMU AND KASHMIR,Udhampur,554985,296784,258201,322354,197543,124811,138569,72093,66476,56309,29142,27167,243672,163845,79827,152442,91230,311313,113020,11396,2641,116615,489044,59771,1962,3418,106,57,235,392,87.0,58.0
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,JHARKHAND,Bokaro,2062330,1072807,989523,1273520,759088,514432,299227,154297,144930,255626,129233,126393,685368,507677,177691,380304,305064,1376962,137521,126406,21671,399770,1636460,241451,13730,4174,1890,2045,160524,2056,92.0,62.0
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,JHARKHAND,Chatra,1042886,533935,508951,510061,303902,206159,340553,172668,167885,45563,23141,22422,397690,251213,146477,195502,202188,645196,119297,188513,14210,75670,903179,116710,6565,888,35,129,12936,2444,95.0,49.0
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,JHARKHAND,Deoghar,1492073,775022,717051,793538,489837,303701,190036,98295,91741,180962,91012,89950,551467,383691,167776,297146,254321,940606,128656,209693,39361,173757,1165140,302626,6027,143,188,282,16067,1600,93.0,53.0
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,JHARKHAND,Dhanbad,2684487,1405956,1278531,1722204,1014950,707254,437309,226362,210947,233119,117256,115863,844504,658851,185653,546714,297790,1839983,97118,103488,25889,618009,2149480,431762,11243,9727,331,1268,77182,3494,91.0,64.0
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,JHARKHAND,Dumka,1321442,668514,652928,672409,406275,266134,79614,40802,38812,571077,282125,288952,624779,367108,257671,237479,387300,696663,193402,303084,23106,105187,1044726,106865,86404,234,267,162,78622,4162,98.0,51.0
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,JHARKHAND,Garhwa,1322784,683575,639209,653476,405161,248315,319946,165313,154633,205874,104499,101375,571431,335451,235980,175126,396305,751353,113561,328673,14487,114710,1104475,194680,17168,123,371,20,4591,1356,94.0,49.0
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,JHARKHAND,Giridih,2445474,1258098,1187376,1253475,783736,469739,325493,166447,159046,238188,120646,117542,1036277,623946,412331,412912,623365,1409197,369913,362610,32544,271210,1856202,508586,14645,937,650,1503,59218,3733,94.0,51.0
Jharkhand,Godda,24.8189,87.2941735483871,351,JHARKHAND,Godda,1313551,677927,635624,604519,376212,228307,115567,59835,55732,279208,138510,140698,552191,344019,208172,235735,316456,761360,144603,307767,18719,81102,937126,289182,37795,97,128,115,47067,2041,94.0,46.0
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,JHARKHAND,Gumla,1025213,514390,510823,559720,321795,237925,32459,16446,16013,706754,352514,354240,487508,264774,222734,278931,208577,537705,321272,97918,12771,55547,309563,51429,202449,221,531,23,457468,3529,99.0,55.0
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,JHARKHAND,Jamtara,791042,404830,386212,426312,258260,168052,72885,37212,35673,240489,120035,120454,326631,214740,111891,122434,204197,464411,106008,135667,11547,73409,550560,164406,4419,520,118,783,68564,1672,95.0,54.0
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,JHARKHAND,Latehar,726978,369666,357312,350682,209706,140976,154910,78266,76644,331096,166427,164669,313379,180106,133273,117311,196068,413599,103693,142729,9205,57752,473049,69808,47653,120,128,16,133525,2679,97.0,48.0
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,JHARKHAND,Lohardaga,461790,232629,229161,259707,149568,110139,15330,7862,7468,262734,130814,131920,221332,121605,99727,103001,118331,240458,99780,80840,4449,36263,112378,95012,16770,51,33,15,235987,1544,99.0,56.0
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,JHARKHAND,Pakur,900422,452661,447761,352881,206989,145892,28469,14352,14117,379054,186967,192087,404584,234012,170572,252017,152567,495838,105334,150028,19471,129751,410127,322963,75865,356,283,222,88760,1846,99.0,39.0
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,JHARKHAND,Palamu,1939869,1006302,933567,1024563,621706,402857,536382,277119,259263,181208,92577,88631,713175,473042,240133,283702,429473,1226694,133585,380976,19911,178703,1683169,238295,6164,734,188,284,5681,5354,93.0,53.0
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,JHARKHAND,Ranchi,2914253,1494937,1419316,1911433,1085244,826189,152943,78613,74330,1042016,520582,521434,1142867,743967,398900,756176,386691,1771386,317487,267360,38452,519568,1612239,410759,193974,4826,932,2733,677445,11345,95.0,66.0
