State,District,Latitude,Longitude,District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,sex_ratio,literacy_rate
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,UTTAR PRADESH,Banda,1799410,965876,833534,1002937,630626,372311,387855,208184,179671,163,82,81,701689,485314,216375,483232,218457,1097721,251755,273458,19098,157378,1637549,157612,1367,231,168,916,50,1517,86.0,56.0
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,UTTAR PRADESH,Bara Banki,3260699,1707073,1553626,1692458,1010518,681940,864559,453168,411391,610,333,277,1192850,871241,321609,834294,358556,2067849,458479,421973,77235,235163,2505444,737106,4857,2090,1553,3016,211,6422,91.0,52.0
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,UTTAR PRADESH,Bareilly,4448359,2357665,2090694,2191759,1342697,849062,557150,295964,261186,3227,1664,1563,1401971,1153006,248965,1043912,358059,3046388,365985,326376,131699,577911,2830768,1536534,14822,28187,4371,931,339,32407,89.0,49.0
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,UTTAR PRADESH,Basti,2464464,1255272,1209192,1393783,819719,574064,513959,262534,251425,3620,1876,1744,783688,558642,225046,443724,339964,1680776,296928,282260,36856,167644,2082976,364510,3493,900,9753,107,99,2626,96.0,57.0
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,UTTAR PRADESH,Bijnor,3682713,1921215,1761498,2135393,1241471,893922,787444,413872,373572,3058,1588,1470,1088036,921497,166539,839778,248258,2594677,232158,311489,52549,491840,2032081,1585210,6184,50624,1736,2134,41,4703,92.0,58.0
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,UTTAR PRADESH,Bulandshahr,3499171,1845260,1653911,2031656,1253314,778342,725600,384743,340857,198,118,80,1173260,897815,275445,885216,288044,2325911,332475,241137,65937,533711,2707195,777407,4088,2765,669,1572,86,5389,90.0,58.0
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,UTTAR PRADESH,Chandauli,1952756,1017905,934851,1174606,699454,475152,446786,235161,211625,41725,21571,20154,652543,462971,189572,341927,310616,1300213,125980,248674,58552,219337,1727869,215081,2153,1389,340,100,1175,4649,92.0,60.0
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,UTTAR PRADESH,Chitrakoot,991730,527721,464009,531072,330339,200733,266655,141379,125276,366,196,170,394197,254977,139220,282614,111583,597533,160094,150695,12555,70853,955372,34559,693,63,101,285,27,630,88.0,54.0
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,UTTAR PRADESH,Deoria,3100946,1537436,1563510,1875239,1079288,795951,468663,235694,232969,109894,54216,55678,876246,639073,237173,455382,420864,2224700,238237,291016,50418,296575,2730957,358539,3626,818,1182,209,146,5469,102.0,60.0
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,UTTAR PRADESH,Etah,1774480,947339,827141,1055202,647042,408160,281011,150631,130380,140,87,53,545984,440244,105740,415476,130508,1228496,242396,131779,28396,143413,1611126,146346,2464,708,2887,5671,18,5260,87.0,59.0
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,UTTAR PRADESH,Etawah,1581810,845856,735954,1062003,623583,438420,388283,208731,179552,169,89,80,506072,413713,92359,361588,144484,1075738,170827,158026,20803,156416,1457892,113961,1362,1045,1733,3917,94,1806,87.0,67.0
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,UTTAR PRADESH,Faizabad,2470996,1259628,1211368,1450901,838339,612562,555047,281284,273763,931,469,462,831209,597888,233321,496579,334630,1639787,260406,272734,43505,254564,2094271,365806,3225,1912,737,358,185,4502,96.0,59.0
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,UTTAR PRADESH,Farrukhabad,1885204,1006240,878964,1092677,654827,437850,312712,168009,144703,230,124,106,592267,494545,97722,474686,117581,1292937,245089,135679,43528,167971,1596278,276846,3137,3160,3161,487,100,2035,87.0,58.0
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,UTTAR PRADESH,Fatehpur,2632733,1384722,1248011,1512166,911003,601163,651480,342892,308588,340,189,151,1063929,713736,350193,670156,393773,1568804,328758,425366,51555,258250,2274674,350700,2201,402,172,199,47,4338,90.0,57.0
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,UTTAR PRADESH,Firozabad,2498156,1332046,1166110,1521806,912314,609492,473890,253288,220602,2565,1346,1219,761521,621840,139681,573649,187872,1736635,184595,150221,59942,366763,2140745,314812,3370,1804,3395,19077,61,14892,88.0,61.0
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,UTTAR PRADESH,Gautam Buddha Nagar,1648115,890214,757901,1122947,666065,456882,216105,115438,100667,2215,1189,1026,569109,443384,125725,458492,110617,1079006,72668,48845,35400,412196,1394025,215500,7366,9261,895,4518,91,16459,85.0,68.0
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,UTTAR PRADESH,Ghaziabad,4681645,2488834,2192811,3123264,1811397,1311867,773463,412750,360713,3968,2104,1864,1520538,1231615,288923,1252911,267627,3161107,158868,123680,83672,1154318,3414427,1186776,19026,23001,3487,16412,265,18251,88.0,67.0
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,UTTAR PRADESH,Ghazipur,3620268,1855075,1765193,2197549,1293553,903996,726641,375015,351626,28712,14664,14048,1204602,808700,395902,766881,437721,2415666,368943,435934,68254,331471,3233790,368153,4181,810,3145,213,184,9792,95.0,61.0
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,UTTAR PRADESH,Gonda,3433919,1787146,1646773,1679994,1034181,645813,531973,276656,255317,870,476,394,1170552,855848,314704,739663,430889,2263367,440340,431532,65299,233381,2739076,678615,4735,1893,649,338,57,8556,92.0,49.0
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,UTTAR PRADESH,Gorakhpur,4440895,2277777,2163118,2700328,1593890,1106438,936061,481123,454938,18172,9261,8911,1351629,1016876,334753,746381,605248,3089266,255660,454931,82965,558073,4009037,403847,9662,2123,2848,460,207,12711,95.0,61.0
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,UTTAR PRADESH,Hardoi,4092845,2191442,1901403,2221601,1374587,847014,1274505,685223,589282,349,186,163,1318946,1091952,226994,969871,349075,2773899,596813,406830,59649,255654,3508131,556219,5822,5688,6671,446,98,9770,87.0,54.0
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,UTTAR PRADESH,Jalaun,1689974,906092,783882,1075196,653430,421766,468178,252588,215590,832,428,404,620764,470969,149795,420266,200498,1069210,196613,243035,26109,155007,1509708,171581,1148,463,2875,256,145,3798,87.0,64.0
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,UTTAR PRADESH,Jaunpur,4494204,2220465,2273739,2731677,1565394,1166283,990345,494226,496119,4736,2363,2373,1437375,934157,503218,896547,540828,3056829,540762,436792,88404,371417,3981502,483750,4947,1286,7898,349,114,14358,102.0,61.0
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,UTTAR PRADESH,Jhansi,1998603,1057436,941167,1304513,783705,520808,562505,297386,265119,3873,2074,1799,814914,565357,249557,560041,254873,1183689,228881,248072,48648,289313,1823930,147842,7050,4951,1203,7328,311,5988,89.0,65.0
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,UTTAR PRADESH,Jyotiba Phule Nagar,1840221,963449,876772,983110,600541,382569,318001,166662,151339,164,89,75,599089,459037,140052,453567,145522,1241132,217672,131877,31600,217940,1075440,750368,5952,5295,189,517,21,2439,91.0,53.0
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,UTTAR PRADESH,Kannauj,1656616,881776,774840,1017087,603596,413491,309980,166454,143526,15,9,6,524676,430934,93742,419027,105649,1131940,239350,129517,51330,104479,1375788,273967,1263,504,2033,606,65,2390,88.0,61.0
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,UTTAR PRADESH,Kanpur Dehat,1796184,963255,832929,1170243,692964,477279,460544,248195,212349,801,398,403,628864,493991,134873,448651,180213,1167320,224986,234069,20783,149026,1612968,176327,1300,478,819,155,103,4034,86.0,65.0
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,UTTAR PRADESH,Kaushambi,1599596,838485,761111,813424,507279,306145,555397,291303,264094,193,102,91,639086,402644,236442,415312,223774,960510,141102,321410,30491,146083,1372381,220423,2225,522,687,545,3,2810,91.0,51.0
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,UTTAR PRADESH,Kushinagar,3564544,1818055,1746489,1954820,1183722,771098,544231,278947,265284,80269,41003,39266,1116973,804857,312116,523258,593715,2447571,265686,528388,57049,265850,2928462,620244,5006,767,4619,383,133,4930,96.0,55.0
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,UTTAR PRADESH,Lalitpur,1221592,641011,580581,641191,397586,243605,240519,126325,114194,71610,36834,34776,503351,326783,176568,357033,146318,718241,267580,131354,14882,89535,1163804,33724,1351,1034,69,20390,41,1179,91.0,52.0
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,UTTAR PRADESH,Lucknow,4589838,2394476,2195362,3127260,1742440,1384820,948294,498799,449495,7506,4036,3470,1542806,1226399,316407,1152285,390521,3047032,175578,203029,99863,1064336,3537787,985070,20493,23883,3877,4975,504,13249,92.0,68.0
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,UTTAR PRADESH,Mahoba,875958,466358,409600,488106,302283,185823,220898,117389,103509,647,355,292,349676,237153,112523,238712,110964,526282,114244,130422,13523,91487,815142,57454,965,389,94,234,157,1523,88.0,56.0
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,UTTAR PRADESH,Mainpuri,1868529,993377,875152,1203885,712110,491775,368206,196507,171699,478,258,220,560840,466067,94773,424782,136058,1307689,270888,137174,24784,127994,1746649,100723,1729,475,8814,4161,38,5940,88.0,64.0
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,UTTAR PRADESH,Mathura,2547184,1367125,1180059,1507746,943346,564400,506580,271295,235285,1520,826,694,840939,635142,205797,594799,246140,1706245,235886,179248,44453,381352,2310776,216933,3179,2872,883,2056,126,10359,86.0,59.0
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,UTTAR PRADESH,Mau,2205968,1114709,1091259,1363044,773082,589962,474537,241498,233039,22915,11464,11451,696747,475413,221334,396438,300309,1509221,145225,212343,118614,220565,1769937,428555,2109,340,564,155,129,4179,98.0,62.0
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,UTTAR PRADESH,Meerut,3443689,1825743,1617946,2141488,1254520,886968,624149,334198,289951,3390,1828,1562,1090539,898810,191729,890810,199729,2353150,196068,153995,63096,677380,2183255,1185643,10582,24912,1855,18544,236,18662,89.0,62.0
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,UTTAR PRADESH,Mirzapur,2496970,1312302,1184668,1428683,865837,562846,661129,347436,313693,20132,10480,9652,881996,613061,268935,537091,344905,1614974,178132,334372,80246,289246,2292534,195765,2373,1133,341,701,27,4096,90.0,57.0
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,UTTAR PRADESH,Moradabad,4772006,2503186,2268820,2263848,1357435,906413,731406,385244,346162,685,377,308,1417811,1193439,224372,1104968,312843,3354195,368638,338384,88733,622056,2488265,2248392,13157,7555,1260,2426,382,10569,91.0,47.0
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,UTTAR PRADESH,Muzaffarnagar,4143512,2193434,1950078,2417339,1448528,968811,561250,298587,262663,317,176,141,1291644,1081569,210075,1085491,206153,2851868,336049,323641,45952,586002,2382914,1711453,6495,18601,1516,16345,60,6128,89.0,58.0
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,UTTAR PRADESH,Pilibhit,2031007,1072002,959005,1061095,654290,406805,333558,176436,157122,1714,892,822,618605,534939,83666,463415,155190,1412402,216476,224192,22782,155155,1449007,489686,3510,84787,360,138,45,3474,89.0,52.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,RAJASTHAN,Pratapgarh,867848,437744,430104,401515,250122,151393,60429,30755,29674,550427,276742,273685,481294,251691,229603,327445,153849,386554,306419,96815,5516,72544,827293,25597,358,72,32,14077,27,392,98.0,46.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,UTTAR PRADESH,Pratapgarh,3209141,1606085,1603056,1931559,1121381,810178,709252,351054,358198,723,380,343,1066601,704569,362032,553013,513588,2142540,305746,386563,68642,305650,2731351,452394,3920,1451,7795,746,43,11441,100.0,60.0
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,UTTAR PRADESH,Rae Bareli,3405559,1752542,1653017,1965843,1165965,799878,1030367,526735,503632,1756,876,880,1204710,867393,337317,644869,559841,2200849,316891,507882,60774,319163,2975998,413243,3634,2424,722,397,602,8539,94.0,58.0
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,UTTAR PRADESH,Rampur,2335819,1223889,1111930,1043666,630408,413258,307936,162844,145092,358,207,151,737261,609693,127568,564266,172995,1598558,214187,230238,54238,238598,1073890,1181337,9201,65316,384,1307,63,4321,91.0,45.0
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,UTTAR PRADESH,Saharanpur,3466382,1834106,1632276,2077108,1220114,856994,764450,407029,357421,980,517,463,1037344,911136,126208,882701,154643,2429038,221567,273050,34032,508695,1966892,1454052,6523,18627,1937,10208,135,8008,89.0,60.0
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,UTTAR PRADESH,Sant Kabir Nagar,1715183,869656,845527,954949,567098,387851,369039,187413,181626,1593,823,770,539469,383482,155987,265453,274016,1175714,149604,241825,28884,119156,1300586,404410,1766,447,4393,95,35,3451,97.0,56.0
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,UTTAR PRADESH,Shahjahanpur,3006538,1606403,1400135,1490930,915142,575788,532673,285280,247393,508,259,249,892214,783313,108901,699503,192711,2114324,344973,275192,31141,240908,2412595,527581,4630,51090,2312,301,84,7945,87.0,50.0
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,UTTAR PRADESH,Sitapur,4483992,2375264,2108728,2283733,1397702,886031,1446427,767033,679394,1602,833,769,1422602,1171252,251350,1023642,398960,3061390,571097,473554,70971,306980,3555450,893725,6579,11611,2663,1410,79,12475,89.0,51.0
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,UTTAR PRADESH,Sonbhadra,1862559,971344,891215,985708,601988,383720,421661,218996,202665,385018,197825,187193,730399,463611,266788,397196,333203,1132160,141007,371261,29417,188714,1738769,103567,3963,1649,1747,487,1907,10470,92.0,53.0
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,UTTAR PRADESH,Sultanpur,3797117,1914586,1882531,2239902,1300248,939654,851587,431438,420149,696,358,338,1242632,869838,372794,690967,551665,2554485,338890,501634,85785,316323,3119590,650261,4453,1629,9989,426,336,10433,98.0,59.0
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,UTTAR PRADESH,Unnao,3108367,1630087,1478280,1773584,1053063,720521,948588,494487,454101,2926,1558,1368,1124744,851014,273730,761831,362913,1983623,450123,332663,49243,292715,2732016,363453,3574,1204,920,240,31,6929,91.0,57.0
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,UTTAR PRADESH,Varanasi,3676841,1921857,1754984,2403903,1389116,1014787,486958,256483,230475,28617,14992,13625,1220708,921234,299474,920761,299947,2456133,197952,182146,168764,671846,3107681,546987,7696,3309,1146,1898,298,7826,91.0,65.0
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,UTTARAKHAND,Almora,622506,291081,331425,436497,231604,204893,150995,72695,78300,1281,633,648,298211,142460,155751,201078,97133,324295,207617,10274,4312,76008,611250,7752,1895,256,201,31,6,1115,114.0,70.0
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,UTTARAKHAND,Bageshwar,259898,124326,135572,179483,97546,81937,72061,35623,36438,1982,971,1011,123638,58708,64930,78085,45553,136260,85125,8985,2991,26537,257509,1440,397,46,102,7,16,381,109.0,69.0
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,UTTARAKHAND,Chamoli,391605,193991,197614,280556,155395,125161,79317,39718,39599,12260,6021,6239,180940,93832,87108,115115,65825,210665,121157,3845,5384,50554,385818,4395,428,323,190,11,23,417,102.0,72.0
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,UTTARAKHAND,Champawat,259648,131125,128523,177726,102015,75711,47383,24188,23195,1339,777,562,99566,60427,39139,62698,36868,160082,59993,4032,1570,33971,249563,8693,870,336,24,28,6,128,98.0,68.0
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,UTTARAKHAND,Pithoragarh,483439,239306,244133,345550,189623,155927,120378,60111,60267,19535,9558,9977,216490,113539,102951,145481,71009,266949,137332,5432,6055,67671,475105,6015,1401,260,185,13,30,430,102.0,71.0
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,UTTARAKHAND,Tehri Garhwal,618931,297986,320945,407994,227406,180588,102130,50371,51759,875,459,416,280442,140821,139621,165912,114530,338489,187121,8129,4021,81171,609835,7374,656,290,32,91,109,544,108.0,66.0
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,UTTARAKHAND,Udham Singh Nagar,1648902,858783,790119,1037839,598525,439314,238264,124385,113879,123037,61758,61279,591458,444578,146880,450762,140696,1057444,122686,165250,26396,277126,1104452,372267,6064,162768,505,738,159,1949,92.0,63.0
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,UTTARAKHAND,Uttarkashi,330086,168597,161489,215126,128237,86889,80567,40833,39734,3512,1651,1861,157276,84265,73011,128367,28909,172810,117264,4387,3122,32503,324859,3554,353,167,563,74,105,411,96.0,65.0
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,WEST BENGAL,Bankura,3596674,1838095,1758579,2232992,1299337,933655,1174447,593440,581007,368690,183467,185223,1466220,1050822,415398,916393,549827,2130454,309723,647374,61386,447737,3033581,290450,3865,386,260,2904,260694,4534,96.0,62.0
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,WEST BENGAL,Barddhaman,7717563,3966889,3750674,5247208,2918040,2329168,2115719,1079584,1036135,489447,243581,245866,2911251,2293083,618168,2166742,744509,4806312,342166,973182,124558,1471345,6008472,1599764,21220,16675,1602,1674,44968,23188,95.0,68.0
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,WEST BENGAL,Birbhum,3502404,1790920,1711484,2158447,1201481,956966,1033140,529001,504139,242484,119787,122697,1331603,1029770,301833,912844,418759,2170801,227254,611510,65062,427777,2181515,1298054,10906,582,258,1152,6051,3886,96.0,62.0
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,WEST BENGAL,Dakshin Dinajpur,1676276,857199,819077,1083685,596474,487211,482754,248312,234442,275366,138025,137341,702987,499560,203427,526470,176517,973289,193276,279932,32290,197489,1232850,412788,24794,276,148,323,2786,2311,96.0,65.0
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,WEST BENGAL,Darjiling,1846823,937259,909564,1315585,717673,597912,317275,161495,155780,397389,197251,200138,683726,479586,204140,532855,150871,1163097,76178,66041,16579,524928,1366681,105086,141848,2032,209240,1840,15523,4573,97.0,71.0
West Bengal,Haora,22.401674174428507,87.99421176968654,341,WEST BENGAL,Haora,4850029,2500819,2349210,3605206,1942824,1662382,718951,367053,351898,15094,7761,7333,1819845,1498170,321675,1496267,323578,3030184,80575,181662,297774,1259834,3535844,1270641,8666,4380,1258,9699,1265,18276,94.0,74.0
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,WEST BENGAL,Hugli,5519145,2814653,2704492,4078388,2211777,1866611,1344021,680992,663029,229243,113249,115994,2152870,1713608,439262,1714645,438225,3366275,259680,583380,111828,1197982,4574569,870204,7300,2662,1730,2160,49050,11470,96.0,74.0
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,WEST BENGAL,Jalpaiguri,3872846,1983064,1889782,2498780,1396622,1102158,1458278,750841,707437,731704,365868,365836,1512910,1091361,421549,1153765,359145,2359936,214932,349672,30090,918216,3156781,445817,186279,2994,50676,1461,23816,5022,95.0,65.0
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,WEST BENGAL,Kolkata,4496694,2356766,2139928,3588137,1926915,1661222,241932,128053,113879,10684,5729,4955,1795740,1412466,383274,1576419,219321,2700954,16039,12388,68438,1698875,3440290,926414,39758,13849,4771,21178,1452,48982,91.0,80.0
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,WEST BENGAL,Maldah,3988845,2051541,1937304,2086432,1152019,934413,835430,432744,402686,313984,157528,156456,1537847,1086461,451386,1050995,486852,2450998,255182,545759,196687,540219,1914352,2045151,13209,747,359,639,7929,6459,94.0,52.0
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,WEST BENGAL,Murshidabad,7103807,3627564,3476243,4055834,2177187,1878647,897534,460143,437391,91035,46163,44872,2589907,1985667,604240,2022083,567824,4513900,381076,842294,466007,900530,2359061,4707573,18102,766,348,3037,7429,7491,96.0,57.0
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,WEST BENGAL,Nadia,5167600,2653768,2513832,3480555,1878866,1601689,1546917,798258,748659,140700,71142,69558,1842607,1554090,288517,1595880,246727,3324993,308742,556134,169138,808593,3728482,1382682,33835,849,514,281,16893,4064,95.0,67.0
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,WEST BENGAL,Puruliya,2930115,1496996,1433119,1624905,1002058,622847,567767,290789,276978,540652,271803,268849,1249642,801254,448388,613398,636244,1680473,268800,492205,87560,401077,2373120,227249,8646,622,209,3052,309029,8188,96.0,55.0
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,WEST BENGAL,Uttar Dinajpur,3007134,1551066,1456068,1489667,853495,636172,807950,418288,389662,162816,81831,80985,1075626,799627,275999,824342,251284,1931508,257377,442328,37978,337943,1482943,1501170,16702,477,432,1324,1622,2464,94.0,50.0
